id,scr_portcall_id,scr_portcall_type,pilotage_cst_dt_time,pilotage_nm,pilotage_imo,pilotage_snapshot_dt,pilotage_end_dt_time,pilotage_arrival_dt_time,pilotage_loc_from_code,pilotage_loc_to_code,pilotage_start_dt_time,pilotage_onboard_dt_time,created_at,updated_at
210285,NA,NA,2024-07-20T06:00:00Z,KMARIN RENOWN,9683013,2024-07-20T05:25:02Z,NA,2024-07-20T04:55:00Z,AEPA,SEAE,2024-07-20T05:10:00Z,2024-07-20T05:05:00Z,2024-07-20T05:25:22Z,2024-07-20T05:25:22Z
96623,NA,NA,2024-06-14T09:00:00Z,MSC GLORY R,9210062,2024-06-14T09:25:02Z,NA,2024-06-14T08:50:00Z,P18,AVLCC,2024-06-14T09:05:00Z,2024-06-14T08:50:00Z,2024-06-14T09:25:16Z,2024-06-14T09:25:16Z
172543,NA,NA,2024-07-07T06:15:00Z,KM SINGAPORE,9479321,2024-07-07T04:55:01Z,NA,NA,PEBGC,AEBB,NA,NA,2024-07-07T04:55:27Z,2024-07-07T04:55:27Z
183344,NA,NA,2024-07-10T15:00:00Z,LILAC,9411721,2024-07-10T07:55:01Z,NA,NA,PEBGC,OTK3,NA,NA,2024-07-10T07:55:19Z,2024-07-10T07:55:19Z
315,NA,NA,2024-05-16T11:45:00Z,VIET THUAN 5602,9303883,2024-05-15T13:25:02Z,NA,NA,PEBGC,AEBC,NA,NA,2024-05-15T13:25:17Z,2024-05-15T13:25:17Z
36315,NA,NA,2024-05-26T10:30:00Z,YM HORIZON,9301263,2024-05-26T11:55:02Z,2024-05-26T11:35:00Z,2024-05-26T10:10:00Z,P03,SEAW,2024-05-26T10:20:00Z,2024-05-26T10:10:00Z,2024-05-26T11:55:13Z,2024-05-26T11:55:13Z
252969,NA,NA,2024-08-02T17:30:00Z,ATLANTIC MARBLE,9798959,2024-08-02T10:55:01Z,NA,NA,AWPB,OBH3,NA,NA,2024-08-02T10:55:15Z,2024-08-02T10:55:15Z
50097,NA,NA,2024-05-31T13:45:00Z,GAS QUANTUM,9645358,2024-05-31T07:55:02Z,NA,NA,ASSPU,SEAW,NA,NA,2024-05-31T07:55:16Z,2024-05-31T07:55:16Z
271443,NA,NA,2024-08-09T00:30:00Z,UNI PATRIOT,9202168,2024-08-08T00:25:01Z,NA,NA,P29,SEAW,NA,NA,2024-08-08T00:25:17Z,2024-08-08T00:25:17Z
168529,NA,NA,2024-07-06T14:30:00Z,ZHONG CHI,9342097,2024-07-06T00:55:01Z,NA,NA,PEBGC,AWPB,NA,NA,2024-07-06T00:55:19Z,2024-07-06T00:55:19Z
353632,NA,NA,2024-09-02T17:15:00Z,KRITI JOURNEY,9440538,2024-09-02T00:55:01Z,NA,NA,PEBGC,AESPA,NA,NA,2024-09-02T00:55:06Z,2024-09-02T00:55:06Z
249574,NA,NA,2024-08-02T00:00:00Z,MICK,9736183,2024-08-01T10:55:01Z,NA,NA,AWW,SEAW,NA,NA,2024-08-01T10:55:21Z,2024-08-01T10:55:21Z
169200,NA,NA,2024-07-07T15:30:00Z,JIA DE CHANG HE,9626546,2024-07-06T04:25:01Z,NA,NA,PEBGC,AEBC,NA,NA,2024-07-06T04:25:17Z,2024-07-06T04:25:17Z
2933,NA,NA,2024-05-19T06:30:00Z,XIN CHANG SHU,9304813,2024-05-16T08:25:01Z,NA,NA,PEBGA,P31,NA,NA,2024-05-16T08:25:15Z,2024-05-16T08:25:15Z
221832,NA,NA,2024-07-23T22:30:00Z,EVA SHANGHAI,9863869,2024-07-23T17:55:01Z,NA,NA,AEBB,SEAE,NA,NA,2024-07-23T17:55:18Z,2024-07-23T17:55:18Z
79832,NA,NA,2024-06-09T05:30:00Z,MARITIME MERIDIAN,9768734,2024-06-09T05:55:02Z,NA,2024-06-09T05:20:00Z,AWPB,SEAE,2024-06-09T05:25:00Z,2024-06-09T05:20:00Z,2024-06-09T05:55:20Z,2024-06-09T05:55:20Z
288481,NA,NA,2024-08-13T06:00:00Z,ALEXANDER VON HUMBOLDT,9166845,2024-08-13T04:25:01Z,NA,NA,BTSNW,BTSNW,NA,NA,2024-08-13T04:25:18Z,2024-08-13T04:25:18Z
23749,NA,NA,2024-05-23T00:30:00Z,RICHMOND VOYAGER,9827683,2024-05-22T17:55:01Z,NA,NA,PJSB,AEBA,NA,NA,2024-05-22T17:55:19Z,2024-05-22T17:55:19Z
272908,NA,NA,2024-08-08T07:30:00Z,MA YUE,9620279,2024-08-08T08:25:01Z,2024-08-08T07:55:00Z,2024-08-08T06:55:00Z,AWPA,SEAE,2024-08-08T07:15:00Z,2024-08-08T06:55:00Z,2024-08-08T08:25:19Z,2024-08-08T08:25:19Z
347701,NA,NA,2024-08-31T07:30:00Z,OCEAN GLSR,9529516,2024-08-31T03:25:01Z,NA,NA,AEBB,SEAW,NA,NA,2024-08-31T03:25:06Z,2024-08-31T03:25:06Z
74495,NA,NA,2024-06-07T23:15:00Z,RIZE,9584035,2024-06-07T11:55:01Z,NA,NA,PEBGC,AESPA,NA,NA,2024-06-07T11:55:13Z,2024-06-07T11:55:13Z
13620,NA,NA,2024-05-19T13:45:00Z,EVER BEAMY,9787003,2024-05-19T16:55:01Z,2024-05-19T16:40:00Z,2024-05-19T13:45:00Z,PWBGA,P07,2024-05-19T14:10:00Z,2024-05-19T14:10:00Z,2024-05-19T16:55:20Z,2024-05-19T16:55:20Z
49457,NA,NA,2024-06-01T06:15:00Z,CMA CGM MONACO,9946075,2024-05-31T04:25:01Z,NA,NA,PJSB,AEBA,NA,NA,2024-05-31T04:25:14Z,2024-05-31T04:25:14Z
366173,NA,NA,2024-09-05T11:30:00Z,ONE MONACO,9757204,2024-09-05T10:55:01Z,NA,NA,P19,SEAW,NA,NA,2024-09-05T10:55:07Z,2024-09-05T10:55:07Z
93381,NA,NA,2024-06-13T08:00:00Z,GT UNITY,9507506,2024-06-13T09:25:02Z,NA,2024-06-13T08:05:00Z,OHT1,ASSPU,2024-06-13T08:20:00Z,2024-06-13T08:10:00Z,2024-06-13T09:25:17Z,2024-06-13T09:25:17Z
151652,NA,NA,2024-06-30T19:00:00Z,KOTA CARUM,9494577,2024-06-30T17:55:01Z,NA,NA,B07,AEW,NA,NA,2024-06-30T17:55:19Z,2024-06-30T17:55:19Z
344836,NA,NA,2024-08-31T15:55:00Z,GEORGIA M,9321196,2024-08-30T06:55:01Z,NA,NA,PEBGC,AWPB,NA,NA,2024-08-30T06:55:05Z,2024-08-30T06:55:05Z
166630,NA,NA,2024-07-05T09:00:00Z,LEOMARIS,9628805,2024-07-05T09:25:02Z,NA,2024-07-05T08:45:00Z,ACGP,OSENO,2024-07-05T08:55:00Z,2024-07-05T08:45:00Z,2024-07-05T09:25:19Z,2024-07-05T09:25:19Z
147042,NA,NA,2024-06-29T06:30:00Z,C CHALLENGER,9595620,2024-06-29T07:55:01Z,2024-06-29T07:30:00Z,2024-06-29T06:35:00Z,PJSB,AEBA,2024-06-29T06:35:00Z,2024-06-29T06:35:00Z,2024-06-29T07:55:15Z,2024-06-29T07:55:15Z
137476,NA,NA,2024-06-26T13:00:00Z,PRIDE PACIFIC,9441764,2024-06-26T13:55:01Z,NA,2024-06-26T13:15:00Z,P08,SEAE,2024-06-26T13:20:00Z,2024-06-26T13:15:00Z,2024-06-26T13:55:15Z,2024-06-26T13:55:15Z
160639,NA,NA,2024-07-03T06:30:00Z,ATROTOS,9953432,2024-07-03T04:25:01Z,NA,NA,AWPB,SEAW,NA,NA,2024-07-03T04:25:14Z,2024-07-03T04:25:14Z
195560,NA,NA,2024-07-16T07:00:00Z,MSC SAMAR,9839442,2024-07-15T23:55:01Z,NA,NA,P16,SEAE,NA,NA,2024-07-15T23:55:18Z,2024-07-15T23:55:18Z
164751,NA,NA,2024-07-05T10:00:00Z,SEASPAN KYOTO,9492696,2024-07-04T21:25:01Z,NA,NA,P20,SEAE,NA,NA,2024-07-04T21:25:19Z,2024-07-04T21:25:19Z
50645,NA,NA,2024-05-31T07:00:00Z,OOCL ZEEBRUGGE,9908140,2024-05-31T11:25:01Z,2024-05-31T11:05:00Z,2024-05-31T06:20:00Z,PWBGA,P31,2024-05-31T07:10:00Z,2024-05-31T06:55:00Z,2024-05-31T11:25:17Z,2024-05-31T11:25:17Z
143842,NA,NA,2024-06-29T21:00:00Z,KOTA RANCAK,9296298,2024-06-28T08:55:02Z,NA,NA,B06,SEAE,NA,NA,2024-06-28T08:55:16Z,2024-06-28T08:55:16Z
103161,NA,NA,2024-06-16T08:30:00Z,TRUONG MINH PROSPERITY,9633006,2024-06-16T08:25:01Z,NA,2024-06-16T08:05:00Z,PEBGC,AEBC,2024-06-16T08:10:00Z,2024-06-16T08:05:00Z,2024-06-16T08:25:19Z,2024-06-16T08:25:19Z
178790,NA,NA,2024-07-09T01:00:00Z,MMSS 2711,0,2024-07-09T01:25:01Z,NA,2024-07-09T00:25:00Z,P38,SEAE,2024-07-09T01:05:00Z,2024-07-09T00:35:00Z,2024-07-09T01:25:17Z,2024-07-09T01:25:17Z
381496,NA,NA,2024-09-12T06:30:00Z,CAT LAI EXPRESS,9555230,2024-09-10T08:25:02Z,NA,NA,P07,SEAE,NA,NA,2024-09-10T08:25:07Z,2024-09-10T08:25:07Z
26064,NA,NA,2024-05-23T17:30:00Z,PUFFIN THREE,9548811,2024-05-23T08:55:01Z,NA,NA,OSV6,DGA,NA,NA,2024-05-23T08:55:14Z,2024-05-23T08:55:14Z
42882,NA,NA,2024-05-31T05:00:00Z,MSC ADITI,9235581,2024-05-29T01:25:01Z,NA,NA,PWBGB,T210,NA,NA,2024-05-29T01:25:17Z,2024-05-29T01:25:17Z
67854,NA,NA,2024-06-06T01:00:00Z,LINAU 136,5259009,2024-06-05T13:25:01Z,NA,NA,B03,SEA5,NA,NA,2024-06-05T13:25:15Z,2024-06-05T13:25:15Z
21330,NA,NA,2024-05-22T01:00:00Z,SINAR BAJO,9942287,2024-05-22T01:25:01Z,NA,2024-05-22T00:50:00Z,AWW,P02,2024-05-22T00:50:00Z,2024-05-22T00:50:00Z,2024-05-22T01:25:17Z,2024-05-22T01:25:17Z
202426,NA,NA,2024-07-17T22:00:00Z,ROYAL PERIDOT,9367449,2024-07-17T22:25:01Z,NA,2024-07-17T21:55:00Z,PGBG,ASSPU,2024-07-17T22:10:00Z,2024-07-17T22:05:00Z,2024-07-17T22:25:21Z,2024-07-17T22:25:21Z
235568,NA,NA,2024-07-28T02:30:00Z,MTT SIBU,9912191,2024-07-28T02:55:01Z,NA,2024-07-28T01:55:00Z,PEBGA,B02,2024-07-28T02:25:00Z,2024-07-28T02:25:00Z,2024-07-28T02:55:28Z,2024-07-28T02:55:28Z
99179,NA,NA,2024-06-15T20:30:00Z,SUN NEPTUNE,9942847,2024-06-15T04:25:01Z,NA,NA,PWBGB,OTPJF,NA,NA,2024-06-15T04:25:14Z,2024-06-15T04:25:14Z
63517,NA,NA,2024-06-04T12:15:00Z,XIN XIE,9233480,2024-06-04T07:25:01Z,NA,NA,PEBGC,AEBC,NA,NA,2024-06-04T07:25:16Z,2024-06-04T07:25:16Z
321039,NA,NA,2024-08-23T08:15:00Z,PEACE ONE,9428334,2024-08-23T00:25:01Z,NA,NA,PEBGC,AESPA,NA,NA,2024-08-23T00:25:19Z,2024-08-23T00:25:19Z
61487,NA,NA,2024-06-05T12:30:00Z,DANU BHUM,9112698,2024-06-03T17:55:01Z,NA,NA,P01,SEAE,NA,NA,2024-06-03T17:55:17Z,2024-06-03T17:55:17Z
191357,NA,NA,2024-07-14T15:00:00Z,EVA,9845271,2024-07-14T15:55:01Z,2024-07-14T15:40:00Z,2024-07-14T15:05:00Z,AESPA,SEAW,2024-07-14T15:10:00Z,2024-07-14T15:05:00Z,2024-07-14T15:55:22Z,2024-07-14T15:55:22Z
31259,NA,NA,2024-05-24T22:00:00Z,KOTA SINGA,9681314,2024-05-24T23:25:01Z,2024-05-24T23:00:00Z,2024-05-24T21:25:00Z,B07,SEAE,2024-05-24T22:00:00Z,2024-05-24T21:30:00Z,2024-05-24T23:25:13Z,2024-05-24T23:25:13Z
84709,NA,NA,2024-06-10T17:30:00Z,GREEN WAVE,9867724,2024-06-10T17:25:01Z,NA,2024-06-10T17:00:00Z,B04,AEW,NA,2024-06-10T17:00:00Z,2024-06-10T17:25:21Z,2024-06-10T17:25:21Z
26688,NA,NA,2024-05-23T15:00:00Z,FPMC B MAJESTY,9723150,2024-05-23T13:25:02Z,NA,NA,PEBGB,AESPA,NA,NA,2024-05-23T13:25:14Z,2024-05-23T13:25:14Z
259573,NA,NA,2024-08-04T16:30:00Z,MSC ILONA,9225641,2024-08-04T11:25:01Z,NA,NA,PEBGC,AEBC,NA,NA,2024-08-04T11:25:27Z,2024-08-04T11:25:27Z
316525,NA,NA,2024-08-21T12:30:00Z,ANDROMEDA V,9174115,2024-08-21T13:25:01Z,NA,2024-08-21T12:40:00Z,APSPT,APTE2,2024-08-21T13:10:00Z,2024-08-21T12:40:00Z,2024-08-21T13:25:14Z,2024-08-21T13:25:14Z
224278,NA,NA,2024-07-24T10:45:00Z,BELAFONTE,9791999,2024-07-24T09:55:01Z,NA,NA,PEBGB,AESPA,NA,NA,2024-07-24T09:55:20Z,2024-07-24T09:55:20Z
196479,NA,NA,2024-07-17T12:15:00Z,NAMURA QUEEN,9841299,2024-07-16T03:55:01Z,NA,NA,PEBGC,AEBB,NA,NA,2024-07-16T03:55:21Z,2024-07-16T03:55:21Z
224969,NA,NA,2024-07-24T11:45:00Z,ORA BHUM,9145281,2024-07-24T14:55:01Z,2024-07-24T14:30:00Z,2024-07-24T11:45:00Z,PEBGA,P01,2024-07-24T11:55:00Z,2024-07-24T11:50:00Z,2024-07-24T14:55:24Z,2024-07-24T14:55:24Z
65810,NA,NA,2024-06-07T03:45:00Z,CMA CGM J ADAMS,9780885,2024-06-05T01:55:01Z,NA,NA,PEBGA,P38,NA,NA,2024-06-05T01:55:15Z,2024-06-05T01:55:15Z
154794,NA,NA,2024-07-01T17:30:00Z,MSC ANDREA F,9306275,2024-07-01T13:25:01Z,NA,NA,T204,SEAW,NA,NA,2024-07-01T13:25:16Z,2024-07-01T13:25:16Z
38264,NA,NA,2024-05-28T05:00:00Z,XIN NING BO,9270464,2024-05-27T03:55:01Z,NA,NA,P41,SEAW,NA,NA,2024-05-27T03:55:12Z,2024-05-27T03:55:12Z
124505,NA,NA,2024-06-22T18:00:00Z,INDO SUKSES 50,0,2024-06-22T18:25:01Z,NA,2024-06-22T17:10:00Z,PEBGA,B03,2024-06-22T18:10:00Z,2024-06-22T18:10:00Z,2024-06-22T18:25:19Z,2024-06-22T18:25:19Z
228037,NA,NA,2024-07-25T11:30:00Z,APL MEXICO CITY,9632210,2024-07-25T12:55:01Z,2024-07-25T12:35:00Z,2024-07-25T11:10:00Z,P38,SEAE,2024-07-25T11:20:00Z,2024-07-25T11:20:00Z,2024-07-25T12:55:25Z,2024-07-25T12:55:25Z
247565,NA,NA,2024-07-31T21:30:00Z,SAGA,9637624,2024-07-31T22:55:01Z,2024-07-31T22:30:00Z,2024-07-31T21:25:00Z,PEBGC,AESPA,2024-07-31T21:30:00Z,2024-07-31T21:25:00Z,2024-07-31T22:55:22Z,2024-07-31T22:55:22Z
75682,NA,NA,2024-06-08T04:00:00Z,EAGLE ASIA 12,9819997,2024-06-07T22:55:01Z,NA,NA,PGBG,ASSPU,NA,NA,2024-06-07T22:55:21Z,2024-06-07T22:55:21Z
95198,NA,NA,2024-06-13T23:00:00Z,SAFEEN AL SAFA,9595670,2024-06-14T00:55:01Z,2024-06-14T00:20:00Z,2024-06-13T22:40:00Z,PEBGB,AESPA,2024-06-13T23:00:00Z,2024-06-13T22:55:00Z,2024-06-14T00:55:16Z,2024-06-14T00:55:16Z
10612,NA,NA,2024-05-18T15:00:00Z,MSC ASTRID III,9263344,2024-05-18T16:55:02Z,2024-05-18T16:25:00Z,2024-05-18T14:55:00Z,P15,SEA9,2024-05-18T15:15:00Z,2024-05-18T15:05:00Z,2024-05-18T16:55:19Z,2024-05-18T16:55:19Z
299989,NA,NA,2024-08-16T20:00:00Z,XIN DA YANG ZHOU,9337949,2024-08-16T12:25:01Z,NA,NA,P30,SEAW,NA,NA,2024-08-16T12:25:16Z,2024-08-16T12:25:16Z
260155,NA,NA,2024-08-05T12:00:00Z,MAERSK RIO INDIA,9357963,2024-08-04T15:55:01Z,NA,NA,PWBGA,P11,NA,NA,2024-08-04T15:55:22Z,2024-08-04T15:55:22Z
153978,NA,NA,2024-07-01T23:30:00Z,NAVIG8 GAUNTLET,9853228,2024-07-01T07:55:02Z,NA,NA,PGBG,ASSPU,NA,NA,2024-07-01T07:55:17Z,2024-07-01T07:55:17Z
37901,NA,NA,2024-05-27T07:00:00Z,MSC CORCOVADO III,9241463,2024-05-27T01:25:01Z,NA,NA,P17,SEAW,NA,NA,2024-05-27T01:25:16Z,2024-05-27T01:25:16Z
317337,NA,NA,2024-08-22T02:45:00Z,GOLDEN EMERALD,9884631,2024-08-21T20:55:01Z,NA,NA,PEBGC,AESPA,NA,NA,2024-08-21T20:55:16Z,2024-08-21T20:55:16Z
118963,NA,NA,2024-06-21T19:00:00Z,CSCL ARCTIC OCEAN,9695169,2024-06-21T03:55:01Z,NA,NA,PEBGA,P31,NA,NA,2024-06-21T03:55:16Z,2024-06-21T03:55:16Z
338681,NA,NA,2024-08-31T06:00:00Z,HAKUBA GALAXY,9804916,2024-08-28T10:25:01Z,NA,NA,PWBGA,ASSPU,NA,NA,2024-08-28T10:25:15Z,2024-08-28T10:25:15Z
293702,NA,NA,2024-08-14T21:15:00Z,ORKIM RELIANCE,9564401,2024-08-14T16:25:01Z,NA,NA,OTS2,AWPA,NA,NA,2024-08-14T16:25:21Z,2024-08-14T16:25:21Z
216714,NA,NA,2024-07-22T07:15:00Z,WEI LUN JU LONG,9591430,2024-07-22T05:55:01Z,NA,NA,PEBGC,AESPA,NA,NA,2024-07-22T05:55:20Z,2024-07-22T05:55:20Z
70639,NA,NA,2024-06-07T17:00:00Z,AN HAI,9238155,2024-06-06T09:25:02Z,NA,NA,P32,SEAE,NA,NA,2024-06-06T09:25:15Z,2024-06-06T09:25:15Z
86788,NA,NA,2024-06-11T07:30:00Z,GRAND ACE9,9443865,2024-06-11T08:25:01Z,2024-06-11T08:15:00Z,2024-06-11T07:10:00Z,AWPB,SEAE,2024-06-11T07:30:00Z,2024-06-11T07:25:00Z,2024-06-11T08:25:15Z,2024-06-11T08:25:15Z
270510,NA,NA,2024-08-08T01:00:00Z,ANDROMEDA V,9174115,2024-08-07T14:55:01Z,NA,NA,APSPT,APTE1,NA,NA,2024-08-07T14:55:20Z,2024-08-07T14:55:20Z
370903,NA,NA,2024-09-06T23:30:00Z,ZHONG SHENG 1,8580680,2024-09-06T21:55:01Z,NA,NA,PJSB,APCDG,NA,NA,2024-09-06T21:55:11Z,2024-09-06T21:55:11Z
303483,NA,NA,2024-08-17T12:30:00Z,SPAS TIGA,9711688,2024-08-17T14:25:01Z,2024-08-17T13:50:00Z,2024-08-17T12:05:00Z,OTK18,AWPB,2024-08-17T12:35:00Z,2024-08-17T12:05:00Z,2024-08-17T14:25:17Z,2024-08-17T14:25:17Z
186039,NA,NA,2024-07-11T02:00:00Z,HSL HONOLULU,9950313,2024-07-11T02:55:01Z,NA,2024-07-11T02:10:00Z,AEBB,SEAE,2024-07-11T02:15:00Z,2024-07-11T02:10:00Z,2024-07-11T02:55:21Z,2024-07-11T02:55:21Z
265164,NA,NA,2024-08-06T05:30:00Z,PETROLIMEX 20,9352585,2024-08-06T03:55:01Z,NA,NA,PEBGB,AWPB,NA,NA,2024-08-06T03:55:23Z,2024-08-06T03:55:23Z
150090,NA,NA,2024-06-30T07:00:00Z,CAPRIOLE,9488700,2024-06-30T06:25:01Z,NA,NA,AESPA,SEAE,NA,NA,2024-06-30T06:25:21Z,2024-06-30T06:25:21Z
284689,NA,NA,2024-08-12T02:00:00Z,GAS ANTASENA,9525194,2024-08-12T01:55:01Z,NA,2024-08-12T01:35:00Z,PGBG,ARAFR,2024-08-12T01:40:00Z,2024-08-12T01:40:00Z,2024-08-12T01:55:22Z,2024-08-12T01:55:22Z
83114,NA,NA,2024-06-10T14:00:00Z,ALPHA UNITY,9402299,2024-06-10T05:55:01Z,NA,NA,AEHA,SEAE,NA,NA,2024-06-10T05:55:13Z,2024-06-10T05:55:13Z
202905,NA,NA,2024-07-18T20:00:00Z,HAI XING 1,8776382,2024-07-18T01:25:01Z,NA,NA,PWBGA,AWW,NA,NA,2024-07-18T01:25:22Z,2024-07-18T01:25:22Z
346890,NA,NA,2024-08-31T05:30:00Z,INTERMEZZO,9804825,2024-08-30T22:55:01Z,NA,NA,ASSPU,SEAW,NA,NA,2024-08-30T22:55:12Z,2024-08-30T22:55:12Z
314583,NA,NA,2024-08-21T08:45:00Z,ALPHA VISION,9597202,2024-08-21T01:25:01Z,NA,NA,PEBGB,AEBB,NA,NA,2024-08-21T01:25:18Z,2024-08-21T01:25:18Z
238896,NA,NA,2024-07-31T09:00:00Z,CMA CGM DAYTONA,9976654,2024-07-29T03:25:01Z,NA,NA,T07,AEBA,NA,NA,2024-07-29T03:25:21Z,2024-07-29T03:25:21Z
228474,NA,NA,2024-07-25T16:00:00Z,COSCO ADEN,9484003,2024-07-25T16:25:01Z,NA,2024-07-25T16:00:00Z,P41,SEAE,2024-07-25T16:15:00Z,2024-07-25T16:10:00Z,2024-07-25T16:25:16Z,2024-07-25T16:25:16Z
204844,NA,NA,2024-07-18T12:45:00Z,OMISHIMA,9991264,2024-07-18T12:55:02Z,NA,2024-07-18T12:25:00Z,AESPA,SEAW,2024-07-18T12:50:00Z,2024-07-18T12:40:00Z,2024-07-18T12:55:17Z,2024-07-18T12:55:17Z
339354,NA,NA,2024-08-28T15:55:00Z,XH SANMEN BAY,9304942,2024-08-28T15:55:02Z,NA,2024-08-28T15:30:00Z,AEBA,SEAE,2024-08-28T15:30:00Z,2024-08-28T15:30:00Z,2024-08-28T15:55:12Z,2024-08-28T15:55:12Z
32989,NA,NA,2024-05-25T09:00:00Z,TRANS IBERIA,9170597,2024-05-25T09:55:02Z,2024-05-25T09:35:00Z,2024-05-25T09:00:00Z,ASSPU,SEAE,2024-05-25T09:05:00Z,2024-05-25T09:05:00Z,2024-05-25T09:55:15Z,2024-05-25T09:55:15Z
66416,NA,NA,2024-06-05T06:00:00Z,XIN HUI ZHOU,9523108,2024-06-05T04:55:01Z,NA,NA,PEBGA,AEW,NA,NA,2024-06-05T04:55:15Z,2024-06-05T04:55:15Z
194783,NA,NA,2024-07-15T15:30:00Z,TRADEWIND,9367944,2024-07-15T16:25:01Z,2024-07-15T16:15:00Z,2024-07-15T15:15:00Z,PEBGA,AEW,2024-07-15T15:35:00Z,2024-07-15T15:35:00Z,2024-07-15T16:25:22Z,2024-07-15T16:25:22Z
161620,NA,NA,2024-07-04T07:00:00Z,TRF KASHIMA,9733349,2024-07-03T09:55:01Z,NA,NA,PWBGA,ASSPU,NA,NA,2024-07-03T09:55:15Z,2024-07-03T09:55:15Z
53270,NA,NA,2024-06-01T19:00:00Z,EAGLE SENA,9886495,2024-06-01T07:25:01Z,NA,NA,PGBG,ASSPU,NA,NA,2024-06-01T07:25:13Z,2024-06-01T07:25:13Z
238520,NA,NA,2024-07-29T13:00:00Z,MSC GENERAL IV,9344708,2024-07-29T01:55:02Z,NA,NA,PWBGB,T204,NA,NA,2024-07-29T01:55:22Z,2024-07-29T01:55:22Z
219110,NA,NA,2024-07-22T23:00:00Z,YANG CHENG 6,8353245,2024-07-22T23:55:01Z,2024-07-22T23:35:00Z,2024-07-22T22:40:00Z,PJSB,APCDG,2024-07-22T22:45:00Z,2024-07-22T22:45:00Z,2024-07-22T23:55:16Z,2024-07-22T23:55:16Z
259800,NA,NA,2024-08-04T13:00:00Z,HELLAS FOS,9928645,2024-08-04T12:55:01Z,NA,NA,AEPA,SEAW,NA,NA,2024-08-04T12:55:23Z,2024-08-04T12:55:23Z
208929,NA,NA,2024-07-20T01:30:00Z,XH MEGA,9957440,2024-07-19T19:55:01Z,NA,NA,PEBGB,AEBB,NA,NA,2024-07-19T19:55:20Z,2024-07-19T19:55:20Z
134413,NA,NA,2024-06-25T15:30:00Z,MSC SVEVA,9708681,2024-06-25T17:55:01Z,2024-06-25T17:25:00Z,2024-06-25T15:25:00Z,T206,SEAE,2024-06-25T15:45:00Z,2024-06-25T15:25:00Z,2024-06-25T17:55:14Z,2024-06-25T17:55:14Z
353375,NA,NA,2024-09-01T22:45:00Z,HEINRICH,9584475,2024-09-01T23:25:01Z,NA,2024-09-01T22:45:00Z,PEBGA,AEW,2024-09-01T22:50:00Z,2024-09-01T22:50:00Z,2024-09-01T23:25:10Z,2024-09-01T23:25:10Z
55774,NA,NA,2024-06-04T04:30:00Z,CAT LAI EXPRESS,9555230,2024-06-02T03:25:02Z,NA,NA,P07,SEAW,NA,NA,2024-06-02T03:25:19Z,2024-06-02T03:25:19Z
347580,NA,NA,2024-08-31T04:00:00Z,KAI RUI,9229623,2024-08-31T02:55:01Z,NA,NA,AESPA,SEAE,NA,NA,2024-08-31T02:55:06Z,2024-08-31T02:55:06Z
22548,NA,NA,2024-05-22T15:00:00Z,BOWMORE,9858797,2024-05-22T07:55:01Z,NA,NA,OSV2,AWPB,NA,NA,2024-05-22T07:55:15Z,2024-05-22T07:55:15Z
26484,NA,NA,2024-05-23T11:45:00Z,SAKURA CREST,9568512,2024-05-23T11:55:01Z,NA,2024-05-23T11:35:00Z,PGBG,ASSPU,2024-05-23T11:35:00Z,2024-05-23T11:35:00Z,2024-05-23T11:55:15Z,2024-05-23T11:55:15Z
14507,NA,NA,2024-05-20T01:45:00Z,FANEROMENI,9290995,2024-05-20T00:55:01Z,NA,NA,PEBGB,AEBC,NA,NA,2024-05-20T00:55:16Z,2024-05-20T00:55:16Z
163098,NA,NA,2024-07-04T09:00:00Z,IOLCOS GENESIS,9503782,2024-07-04T03:25:01Z,NA,NA,PEBGC,AEBC,NA,NA,2024-07-04T03:25:15Z,2024-07-04T03:25:15Z
346432,NA,NA,2024-09-01T07:00:00Z,ONE HAWK,9741413,2024-08-30T18:55:01Z,NA,NA,PWBGA,P19,NA,NA,2024-08-30T18:55:11Z,2024-08-30T18:55:11Z
376627,NA,NA,2024-09-08T17:00:00Z,CRANE GAIA,9602667,2024-09-08T18:55:01Z,2024-09-08T18:20:00Z,2024-09-08T16:35:00Z,OM9,ASSPU,2024-09-08T16:55:00Z,2024-09-08T16:35:00Z,2024-09-08T18:55:10Z,2024-09-08T18:55:10Z
77942,NA,NA,2024-06-10T05:30:00Z,LYNX SATU,9075395,2024-06-08T14:55:02Z,NA,NA,RP5,SEAE,NA,NA,2024-06-08T14:55:19Z,2024-06-08T14:55:19Z
275978,NA,NA,2024-08-09T07:00:00Z,LU RONG YUAN YU 883,0,2024-08-09T07:25:01Z,2024-08-09T07:05:00Z,2024-08-09T06:25:00Z,AWW,SEAE,2024-08-09T06:35:00Z,2024-08-09T06:30:00Z,2024-08-09T07:25:18Z,2024-08-09T07:25:18Z
103071,NA,NA,2024-06-16T09:45:00Z,OCEAN COURTESY,9465198,2024-06-16T07:55:01Z,NA,NA,PEBGC,AEBC,NA,NA,2024-06-16T07:55:21Z,2024-06-16T07:55:21Z
104496,NA,NA,2024-06-17T02:30:00Z,MSC UNIFIC VI,9168843,2024-06-16T18:55:01Z,NA,NA,T205,SEAW,NA,NA,2024-06-16T18:55:18Z,2024-06-16T18:55:18Z
